Timestamp,Value,Category
2021/6/24 18:21,42165.1889,0
2021/6/25 13:18,42165.2453,0
2021/6/26 20:18,42165.3297,0
2021/6/27 13:32,42165.3768,0
2021/6/28 20:32,42165.4564,0
2021/6/29 20:39,42165.5234,0
2021/6/30 17:20,42165.5848,0
2021/7/1 19:10,42165.6655,0
2021/7/2 12:24,42165.723,0
2021/7/3 12:30,42165.8099,0
2021/7/4 14:35,42165.9114,0
2021/7/5 19:38,42166.0347,3
2021/7/6 13:56,42166.1177,3
2021/7/7 14:29,42166.2341,3
2021/7/8 18:16,42163.214,3
2021/7/9 9:46,42163.2961,3
2021/7/10 13:20,42163.438,3
2021/7/11 19:35,42163.6143,0
2021/7/12 13:34,42163.7155,0
2021/7/13 13:41,42163.8596,0
2021/7/14 18:47,42164.0379,0
2021/7/15 7:33,42164.1152,0
2021/7/16 12:44,42164.2893,0
2021/7/17 8:59,42164.4045,0
2021/7/18 13:19,42164.5587,0
2021/7/19 21:16,42164.709,0
2021/7/20 12:47,42164.7754,0
2021/7/21 12:54,42164.8671,0
2021/7/22 18:11,42164.9647,0
2021/7/23 21:05,42165.0434,0
2021/7/24 13:41,42165.0911,0
2021/7/25 20:15,42165.1727,0
2021/7/26 11:03,42165.2167,0
2021/7/27 11:52,42165.2868,0
2021/7/28 10:20,42165.3535,0
2021/7/29 12:06,42165.4353,0
2021/7/30 19:07,42165.5438,0
2021/7/31 21:13,42165.6439,0
2021/8/1 11:49,42165.7011,0
2021/8/2 13:27,42165.8105,0
2021/8/3 12:41,42165.917,0
2021/8/4 13:37,42166.0378,0
2021/8/5 13:58,42166.1626,3
2021/8/6 23:22,42166.3459,3
2021/8/7 14:53,42166.4312,3
2021/8/8 16:43,42162.9671,3
2021/8/9 13:23,42163.0769,3
2021/8/10 13:57,42163.2406,3
2021/8/11 20:05,42163.4254,0
2021/8/12 12:01,42163.5193,0
2021/8/13 10:25,42163.6482,0
2021/8/14 13:27,42163.7948,0
2021/8/15 10:50,42163.9011,0
2021/8/16 12:29,42164.0182,0
2021/8/17 16:03,42164.1293,0
2021/8/18 12:43,42164.2024,0
2021/8/19 21:27,42164.3064,0
2021/8/20 19:50,42164.3723,0
2021/8/21 21:41,42164.4457,0
2021/8/22 21:48,42164.5147,0
2021/8/23 20:11,42164.58,0
2021/8/24 18:35,42164.6487,0
2021/8/25 22:09,42164.7395,0
2021/8/26 18:49,42164.8099,0
2021/8/27 18:02,42164.8948,0
2021/8/28 20:46,42165.0008,0
